,Country Code,Year,TotalXpd,Country Name,Region,PCAPXpd,IncomeGroup,Mortality
885,NPL,2007,5.84111345,Nepal,South Asia,24.56,Low income,55.2
886,NRU,2007,19.14755531,Nauru,East Asia & Pacific,439.24,Upper middle income,39.4
887,NZL,2007,8.35417746,New Zealand,East Asia & Pacific,2713.54,High income,6.4
888,OMN,2007,2.42579068,Oman,Middle East & North Africa,393.6,High income,12.2
889,PAK,2007,3.35353968,Pakistan,South Asia,31.93,Lower middle income,97.7
890,PAN,2007,6.30662961,Panama,Latin America & Caribbean,387.41,Upper middle income,21.6
891,PER,2007,4.59945033,Peru,Latin America & Caribbean,166.15,Upper middle income,23.9
892,PHL,2007,3.94034192,Philippines,East Asia & Pacific,66.15,Lower middle income,34.2
893,PLW,2007,9.0090566,Palau,East Asia & Pacific,949.36,High income,21.4
894,PNG,2007,4.03723822,Papua New Guinea,East Asia & Pacific,40.08,Lower middle income,70.4
895,POL,2007,6.27954647,Poland,Europe & Central Asia,706.2,High income,7.0
896,PRT,2007,9.61953682,Portugal,Europe & Central Asia,2193.5,High income,4.2
897,PRY,2007,6.4115059,Paraguay,Latin America & Caribbean,148.25,Upper middle income,26.7
898,QAT,2007,2.31281695,Qatar,Middle East & North Africa,1563.75,High income,9.7
899,ROU,2007,5.21089978,Romania,Europe & Central Asia,423.85,Upper middle income,14.5
900,RUS,2007,5.37995338,Russian Federation,Europe & Central Asia,490.02,Upper middle income,12.0
901,RWA,2007,8.49068054,Rwanda,Sub-Saharan Africa,33.81,Low income,89.5
902,SAU,2007,3.48745137,Saudi Arabia,Middle East & North Africa,556.16,High income,17.3
903,SDN,2007,4.72342094,Sudan,Sub-Saharan Africa,83.47,Lower middle income,83.5
904,SEN,2007,4.72179722,Senegal,Sub-Saharan Africa,44.79,Low income,82.0
905,SGP,2007,3.45830706,Singapore,East Asia & Pacific,1315.15,High income,2.9
906,SLB,2007,6.42147919,Solomon Islands,East Asia & Pacific,67.35,Lower middle income,28.7
907,SLE,2007,10.1169446,Sierra Leone,Sub-Saharan Africa,40.51,Low income,187.9
908,SLV,2007,6.31506264,El Salvador,Latin America & Caribbean,212.09,Lower middle income,22.3
909,SMR,2007,3.87083755,San Marino,Europe & Central Asia,3227.32,High income,3.8
910,SRB,2007,10.01500892,Serbia,Europe & Central Asia,549.47,Upper middle income,8.1
911,STP,2007,7.43878143,Sao Tome and Principe,Sub-Saharan Africa,70.14,Lower middle income,54.3
912,SUR,2007,5.92394468,Suriname,Latin America & Caribbean,347.26,Upper middle income,26.5
913,SVK,2007,7.75529417,Slovak Republic,Europe & Central Asia,1082.05,High income,7.7
914,SVN,2007,7.98322378,Slovenia,Europe & Central Asia,1880.51,High income,3.8
915,SWE,2007,8.91722313,Sweden,Europe & Central Asia,4525.77,High income,3.3
916,SWZ,2007,7.049484599999999,Swaziland,Sub-Saharan Africa,189.69,Lower middle income,111.7
917,SYC,2007,3.30160537,Seychelles,Sub-Saharan Africa,375.67,High income,14.2
918,SYR,2007,3.72233305,Syrian Arab Republic,Middle East & North Africa,77.48,Lower middle income,17.5
919,TCD,2007,3.34616501,Chad,Sub-Saharan Africa,26.82,Low income,161.6
920,TGO,2007,5.54708083,Togo,Sub-Saharan Africa,23.73,Low income,98.3
921,THA,2007,3.564174177,Thailand,East Asia & Pacific,132.66,Upper middle income,16.7
922,TJK,2007,5.34661226,Tajikistan,Europe & Central Asia,28.0,Lower middle income,58.4
923,TKM,2007,2.15851852,Turkmenistan,Europe & Central Asia,115.35,Upper middle income,68.1
924,TLS,2007,0.36832022,Timor-Leste,East Asia & Pacific,10.69,Lower middle income,72.9
925,TON,2007,5.81765428,Tonga,East Asia & Pacific,170.63,Upper middle income,16.8
926,TTO,2007,4.82306179,Trinidad and Tobago,Latin America & Caribbean,797.26,High income,24.2
927,TUN,2007,5.64191897,Tunisia,Middle East & North Africa,213.16,Lower middle income,20.5
928,TUR,2007,6.03715628,Turkey,Europe & Central Asia,559.69,Upper middle income,23.7
929,TUV,2007,16.99930755,Tuvalu,East Asia & Pacific,466.19,Upper middle income,33.8
930,TZA,2007,4.71826274,Tanzania,Sub-Saharan Africa,24.43,Low income,83.7
931,UGA,2007,9.76286949,Uganda,Sub-Saharan Africa,48.25,Low income,100.5
932,UKR,2007,6.35521436,Ukraine,Europe & Central Asia,196.11,Lower middle income,13.4
933,URY,2007,8.22815252,Uruguay,Latin America & Caribbean,576.77,High income,12.7
934,USA,2007,15.56604376,United States,North America,7511.96,High income,7.8
935,UZB,2007,5.81239577,Uzbekistan,Europe & Central Asia,48.75,Lower middle income,44.0
936,VCT,2007,3.92014582,St. Vincent and the Grenadines,Latin America & Caribbean,245.91,Upper middle income,22.0
937,VEN,2007,5.25316087,"Venezuela, RB",Latin America & Caribbean,437.34,Upper middle income,17.5
938,VNM,2007,6.0923572,Vietnam,East Asia & Pacific,54.99,Lower middle income,24.3
939,VUT,2007,3.67007251,Vanuatu,East Asia & Pacific,87.84,Lower middle income,28.7
940,WSM,2007,5.25092298,Samoa,East Asia & Pacific,164.37,Upper middle income,19.2
941,YEM,2007,4.91766097,"Yemen, Rep.",Middle East & North Africa,58.09,Lower middle income,64.8
942,ZAF,2007,7.53305757,South Africa,Sub-Saharan Africa,453.89,Upper middle income,69.4
943,ZMB,2007,4.36579232,Zambia,Sub-Saharan Africa,48.18,Lower middle income,98.0
944,ZWE,2007,4.47385581,Zimbabwe,Sub-Saharan Africa,17.8,Low income,100.0
945,AFG,2008,8.32809334,Afghanistan,South Asia,33.81,Low income,98.2
946,AGO,2008,3.84493395,Angola,Sub-Saharan Africa,163.12,Lower middle income,137.9
947,ALB,2008,5.86941616,Albania,Europe & Central Asia,254.74,Upper middle income,17.9
948,AND,2008,6.567408599999999,Andorra,Europe & Central Asia,3081.87,High income,3.5
949,ARE,2008,2.92853487,United Arab Emirates,Middle East & North Africa,1338.93,High income,9.1
950,ARG,2008,6.66371839,Argentina,Latin America & Caribbean,673.84,Upper middle income,15.4
951,ARM,2008,3.79932298,Armenia,Europe & Central Asia,149.38,Lower middle income,20.0
952,ATG,2008,4.69201433,Antigua and Barbuda,Latin America & Caribbean,740.69,High income,11.0
953,AUS,2008,8.78349607,Australia,East Asia & Pacific,4410.44,High income,5.2
954,AUT,2008,10.60392998,Austria,Europe & Central Asia,5286.92,High income,4.6
955,AZE,2008,4.37406647,Azerbaijan,Europe & Central Asia,241.56,Upper middle income,43.5
956,BDI,2008,7.85946357,Burundi,Sub-Saharan Africa,14.36,Low income,104.4
957,BEL,2008,9.59842645,Belgium,Europe & Central Asia,4565.95,High income,4.7
958,BEN,2008,4.19564004,Benin,Sub-Saharan Africa,31.02,Low income,115.6
959,BFA,2008,6.76855996,Burkina Faso,Sub-Saharan Africa,38.51,Low income,131.1
960,BGD,2008,2.84653391,Bangladesh,South Asia,17.6,Lower middle income,55.8
961,BGR,2008,6.61156197,Bulgaria,Europe & Central Asia,483.39,Upper middle income,11.4
962,BHR,2008,3.16848651,Bahrain,Middle East & North Africa,730.12,High income,9.4
963,BHS,2008,7.3029743,"Bahamas, The",Latin America & Caribbean,1727.69,High income,15.1
964,BIH,2008,8.58190329,Bosnia and Herzegovina,Europe & Central Asia,426.92,Upper middle income,7.7
965,BLR,2008,5.94918995,Belarus,Europe & Central Asia,379.11,Upper middle income,6.6
966,BLZ,2008,5.09281839,Belize,Latin America & Caribbean,227.66,Upper middle income,19.7
967,BOL,2008,5.00221817,Bolivia,Latin America & Caribbean,88.31,Lower middle income,51.6
968,BRA,2008,8.23798966,Brazil,Latin America & Caribbean,716.76,Upper middle income,21.9
969,BRB,2008,6.01496305,Barbados,Latin America & Caribbean,996.66,High income,14.7
970,BRN,2008,2.22944566,Brunei Darussalam,East Asia & Pacific,842.72,High income,10.9
971,BTN,2008,6.57982434,Bhutan,South Asia,119.13,Lower middle income,48.2
972,BWA,2008,5.55037104,Botswana,Sub-Saharan Africa,313.44,Upper middle income,60.0
973,CAF,2008,4.30491314,Central African Republic,Sub-Saharan Africa,19.97,Low income,156.2
974,CAN,2008,10.0314672,Canada,North America,4682.04,High income,5.8
975,CHE,2008,10.2889506,Switzerland,Europe & Central Asia,7103.96,High income,4.7
976,CHL,2008,6.868353599999999,Chile,Latin America & Caribbean,739.62,High income,9.1
977,CHN,2008,4.58905193,China,East Asia & Pacific,157.68,Upper middle income,18.4
978,CIV,2008,6.20550231,Cote d'Ivoire,Sub-Saharan Africa,78.05,Lower middle income,116.1
979,CMR,2008,5.17618655,Cameroon,Sub-Saharan Africa,61.69,Lower middle income,120.2
980,COD,2008,4.45778277,"Congo, Dem. Rep.",Sub-Saharan Africa,13.85,Low income,123.8
981,COG,2008,2.08514176,"Congo, Rep.",Sub-Saharan Africa,64.52,Lower middle income,71.6
982,COL,2008,6.61993597,Colombia,Latin America & Caribbean,359.71,Upper middle income,19.8
983,COM,2008,5.13058242,Comoros,Sub-Saharan Africa,40.34,Low income,93.4
984,CPV,2008,3.96261016,Cabo Verde,Sub-Saharan Africa,146.55,Lower middle income,27.5
985,CRI,2008,9.00515369,Costa Rica,Latin America & Caribbean,606.6,Upper middle income,10.4
986,CUB,2008,10.79330726,Cuba,Latin America & Caribbean,584.1,Upper middle income,6.3
987,CYP,2008,6.89217292,Cyprus,Europe & Central Asia,2241.27,High income,4.0
988,CZE,2008,6.81889577,Czech Republic,Europe & Central Asia,1486.18,High income,3.7
989,DEU,2008,10.39246762,Germany,Europe & Central Asia,4743.27,High income,4.4
990,DJI,2008,8.04957964,Djibouti,Middle East & North Africa,97.69,Lower middle income,81.2
991,DMA,2008,4.54347143,Dominica,Latin America & Caribbean,300.56,Upper middle income,18.8
992,DNK,2008,10.18303034,Denmark,Europe & Central Asia,6395.9,High income,4.3
993,DOM,2008,4.19632994,Dominican Republic,Latin America & Caribbean,206.95,Upper middle income,35.2
994,DZA,2008,4.20191141,Algeria,Middle East & North Africa,206.41,Upper middle income,29.4
995,ECU,2008,5.66029931,Ecuador,Latin America & Caribbean,241.97,Upper middle income,26.8
996,EGY,2008,4.81986313,"Egypt, Arab Rep.",Middle East & North Africa,100.6,Lower middle income,31.7
997,ERI,2008,3.68846683,Eritrea,Sub-Saharan Africa,11.31,Low income,60.0
998,ESP,2008,8.80496468,Spain,Europe & Central Asia,3072.17,High income,4.2
999,EST,2008,6.05608547,Estonia,Europe & Central Asia,1075.41,High income,5.4
1000,ETH,2008,4.28069284,Ethiopia,Sub-Saharan Africa,13.43,Low income,91.2
1001,FIN,2008,8.35417138,Finland,Europe & Central Asia,4287.02,High income,3.3
1002,FJI,2008,3.67865292,Fiji,East Asia & Pacific,153.71,Upper middle income,24.1
1003,FRA,2008,10.5698701,France,Europe & Central Asia,4827.88,High income,4.3
1004,FSM,2008,12.94214559,"Micronesia, Fed. Sts.",East Asia & Pacific,323.33,Lower middle income,42.5
1005,GAB,2008,2.535878,Gabon,Sub-Saharan Africa,266.86,Upper middle income,68.9
1006,GBR,2008,8.85089693,United Kingdom,Europe & Central Asia,3863.74,High income,5.6
1007,GEO,2008,8.99319466,Georgia,Europe & Central Asia,264.76,Lower middle income,19.2
1008,GHA,2008,4.85068811,Ghana,Sub-Saharan Africa,59.86,Lower middle income,80.4
1009,GIN,2008,3.2070461,Guinea,Sub-Saharan Africa,13.89,Low income,117.6
1010,GMB,2008,5.9455552,"Gambia, The",Sub-Saharan Africa,36.19,Low income,86.2
1011,GNB,2008,6.04978909,Guinea-Bissau,Sub-Saharan Africa,33.48,Low income,126.0
1012,GNQ,2008,2.3112630000000003,Equatorial Guinea,Sub-Saharan Africa,519.9,Upper middle income,118.4
1013,GRC,2008,9.75879775,Greece,Europe & Central Asia,3093.58,High income,4.0
1014,GRD,2008,5.76329049,Grenada,Latin America & Caribbean,457.99,Upper middle income,14.6
1015,GTM,2008,6.64882824,Guatemala,Latin America & Caribbean,184.46,Lower middle income,38.1
1016,GUY,2008,7.46423673,Guyana,Latin America & Caribbean,191.83,Upper middle income,39.1
1017,HND,2008,8.40137585,Honduras,Latin America & Caribbean,160.65,Lower middle income,25.6
1018,HRV,2008,7.7045205999999995,Croatia,Europe & Central Asia,1265.14,Upper middle income,5.9
1019,HTI,2008,5.92248802,Haiti,Latin America & Caribbean,39.1,Low income,83.2
1020,HUN,2008,7.32650666,Hungary,Europe & Central Asia,1145.8,High income,6.5
1021,IDN,2008,2.80594493,Indonesia,East Asia & Pacific,60.83,Lower middle income,36.4
1022,IND,2008,4.33949245,India,South Asia,46.91,Lower middle income,64.9
1023,IRL,2008,8.64102477,Ireland,Europe & Central Asia,5326.22,High income,4.4
1024,IRN,2008,6.28314503,"Iran, Islamic Rep.",Middle East & North Africa,314.55,Upper middle income,21.5
1025,IRQ,2008,3.9279652,Iraq,Middle East & North Africa,146.59,Upper middle income,38.6
1026,ISL,2008,8.80337292,Iceland,Europe & Central Asia,4892.2,High income,2.8
1027,ISR,2008,7.32999547,Israel,Middle East & North Africa,2145.39,High income,4.9
1028,ITA,2008,8.88584923,Italy,Europe & Central Asia,3623.85,High income,4.1
1029,JAM,2008,5.40429222,Jamaica,Latin America & Caribbean,272.62,Upper middle income,19.0
1030,JOR,2008,8.77647005,Jordan,Middle East & North Africa,320.87,Lower middle income,22.3
1031,JPN,2008,8.59902664,Japan,East Asia & Pacific,3255.56,High income,3.4
1032,KAZ,2008,3.64857277,Kazakhstan,Europe & Central Asia,305.82,Upper middle income,25.8
1033,KEN,2008,3.89959146,Kenya,Sub-Saharan Africa,36.6,Lower middle income,67.9
1034,KGZ,2008,6.07102722,Kyrgyz Republic,Europe & Central Asia,58.61,Lower middle income,33.8
1035,KHM,2008,5.55434947,Cambodia,East Asia & Pacific,41.27,Lower middle income,51.9
1036,KIR,2008,12.22926894,Kiribati,East Asia & Pacific,167.77,Lower middle income,64.3
1037,KNA,2008,5.91390479,St. Kitts and Nevis,Latin America & Caribbean,850.35,High income,13.4
1038,KOR,2008,6.15807158,"Korea, Rep.",East Asia & Pacific,1260.85,High income,4.5
1039,KWT,2008,1.93147895,Kuwait,Middle East & North Africa,1052.24,High income,11.3
1040,LAO,2008,2.76996612,Lao PDR,East Asia & Pacific,24.22,Lower middle income,85.5
1041,LBN,2008,8.07052509,Lebanon,Middle East & North Africa,566.25,Upper middle income,11.4
1042,LBR,2008,11.82501159,Liberia,Sub-Saharan Africa,27.37,Low income,100.7
1043,LBY,2008,2.04113186,Libya,Middle East & North Africa,317.77,Upper middle income,18.8
1044,LCA,2008,7.43456753,St. Lucia,Latin America & Caribbean,504.18,Upper middle income,16.2
1045,LKA,2008,3.44475072,Sri Lanka,South Asia,70.3,Lower middle income,12.2
1046,LSO,2008,8.85089519,Lesotho,Sub-Saharan Africa,73.18,Lower middle income,110.3
1047,LTU,2008,6.60837899,Lithuania,Europe & Central Asia,976.91,High income,7.4
1048,LUX,2008,7.33859064,Luxembourg,Europe & Central Asia,8303.75,High income,3.0
1049,LVA,2008,6.63050503,Latvia,Europe & Central Asia,1018.76,High income,8.8
1050,MAR,2008,5.41489757,Morocco,Middle East & North Africa,153.51,Lower middle income,36.1
1051,MCO,2008,3.63699333,Monaco,Europe & Central Asia,6619.48,High income,4.2
1052,MDA,2008,11.41339603,Moldova,Europe & Central Asia,193.76,Lower middle income,17.6
1053,MDG,2008,4.49573889,Madagascar,Sub-Saharan Africa,21.24,Low income,69.8
1054,MDV,2008,9.30458288,Maldives,South Asia,613.81,Upper middle income,16.0
1055,MEX,2008,6.06132066,Mexico,Latin America & Caribbean,603.92,Upper middle income,18.4
1056,MHL,2008,19.43177259,Marshall Islands,East Asia & Pacific,569.32,Upper middle income,39.4
1057,MKD,2008,6.85128427,"Macedonia, FYR",Europe & Central Asia,330.65,Upper middle income,11.6
1058,MLI,2008,6.736972200000001,Mali,Sub-Saharan Africa,41.39,Low income,147.9
1059,MLT,2008,8.15397796,Malta,Middle East & North Africa,1805.92,High income,6.8
1060,MMR,2008,1.87462274,Myanmar,East Asia & Pacific,9.83,Lower middle income,89.7
1061,MNE,2008,6.13379906,Montenegro,Europe & Central Asia,449.18,Upper middle income,8.2
1062,MNG,2008,5.57702988,Mongolia,East Asia & Pacific,119.26,Lower middle income,31.4
1063,MOZ,2008,4.91337392,Mozambique,Sub-Saharan Africa,23.61,Low income,111.9
1064,MRT,2008,3.22665716,Mauritania,Sub-Saharan Africa,38.09,Lower middle income,102.8
1065,MUS,2008,4.60310258,Mauritius,Sub-Saharan Africa,358.47,Upper middle income,15.8
1066,MWI,2008,10.69761085,Malawi,Sub-Saharan Africa,32.9,Low income,100.5
1067,MYS,2008,3.4712822,Malaysia,East Asia & Pacific,294.59,Upper middle income,7.9
1068,NAM,2008,7.14986622,Namibia,Sub-Saharan Africa,285.98,Upper middle income,60.9
1069,NER,2008,6.75786887,Niger,Sub-Saharan Africa,24.21,Low income,140.8
1070,NGA,2008,3.99807623,Nigeria,Sub-Saharan Africa,88.52,Lower middle income,140.3
1071,NIC,2008,6.98285453,Nicaragua,Latin America & Caribbean,105.99,Lower middle income,27.0
1072,NLD,2008,9.57126055,Netherlands,Europe & Central Asia,5462.49,High income,4.8
1073,NOR,2008,8.4020757,Norway,Europe & Central Asia,8193.61,High income,3.5
1074,NPL,2008,6.43595472,Nepal,South Asia,28.58,Low income,52.3
1075,NRU,2008,16.44113877,Nauru,East Asia & Pacific,679.86,Upper middle income,39.7
1076,NZL,2008,10.698459300000001,New Zealand,East Asia & Pacific,3318.77,High income,6.4
1077,OMN,2008,2.01221452,Oman,Middle East & North Africa,462.07,High income,12.0
1078,PAK,2008,3.2590847000000003,Pakistan,South Asia,30.19,Lower middle income,95.8
1079,PAN,2008,6.75011236,Panama,Latin America & Caribbean,480.09,Upper middle income,20.9
1080,PER,2008,4.72994861,Peru,Latin America & Caribbean,200.87,Upper middle income,22.6
1081,PHL,2008,4.04747517,Philippines,East Asia & Pacific,78.08,Lower middle income,33.4
1082,PLW,2008,9.0740546,Palau,East Asia & Pacific,955.54,High income,20.7
1083,PNG,2008,4.05603415,Papua New Guinea,East Asia & Pacific,49.61,Lower middle income,68.8
1084,POL,2008,6.87653481,Poland,Europe & Central Asia,956.52,High income,6.7
1085,PRT,2008,9.89868879,Portugal,Europe & Central Asia,2457.72,High income,4.1
1086,PRY,2008,7.06394059,Paraguay,Latin America & Caribbean,216.15,Upper middle income,25.8
1087,QAT,2008,1.87470035,Qatar,Middle East & North Africa,1555.81,High income,9.4
1088,ROU,2008,5.33489757,Romania,Europe & Central Asia,541.47,Upper middle income,13.1
1089,RUS,2008,6.22459761,Russian Federation,Europe & Central Asia,718.67,Upper middle income,11.2
1090,RWA,2008,7.66066411,Rwanda,Sub-Saharan Africa,37.69,Low income,79.6
1091,SAU,2008,2.87015066,Saudi Arabia,Middle East & North Africa,557.87,High income,16.8
1092,SDN,2008,8.16712987,Sudan,Sub-Saharan Africa,114.68,Lower middle income,81.0
1093,SEN,2008,4.93514752,Senegal,Sub-Saharan Africa,54.02,Low income,76.4
1094,SGP,2008,3.91164646,Singapore,East Asia & Pacific,1550.51,High income,2.8
1095,SLB,2008,5.97100604,Solomon Islands,East Asia & Pacific,72.15,Lower middle income,28.6
1096,SLE,2008,10.29246346,Sierra Leone,Sub-Saharan Africa,46.7,Low income,179.1
1097,SLV,2008,6.21326237,El Salvador,Latin America & Caribbean,221.77,Lower middle income,21.2
1098,SMR,2008,3.94560934,San Marino,Europe & Central Asia,3614.7,High income,3.7
1099,SRB,2008,10.04801464,Serbia,Europe & Central Asia,672.11,Upper middle income,8.0
1100,STP,2008,5.66213472,Sao Tome and Principe,Sub-Saharan Africa,69.4,Lower middle income,51.2
1101,SUR,2008,5.92226887,Suriname,Latin America & Caribbean,412.97,Upper middle income,25.7
1102,SVK,2008,8.020828100000001,Slovak Republic,Europe & Central Asia,1406.45,High income,7.4
1103,SVN,2008,8.46557039,Slovenia,Europe & Central Asia,2297.77,High income,3.6
1104,SWE,2008,9.22835422,Sweden,Europe & Central Asia,4886.13,High income,3.2
1105,SWZ,2008,8.19474448,Swaziland,Sub-Saharan Africa,214.49,Lower middle income,110.1
1106,SYC,2008,2.6367745,Seychelles,Sub-Saharan Africa,278.32,High income,14.2
1107,SYR,2008,3.39762749,Syrian Arab Republic,Middle East & North Africa,88.85,Lower middle income,16.9
1108,TCD,2008,2.9164692000000003,Chad,Sub-Saharan Africa,27.1,Low income,157.7
1109,TGO,2008,5.73187263,Togo,Sub-Saharan Africa,29.92,Low income,95.6
1110,THA,2008,3.923535752,Thailand,East Asia & Pacific,160.94,Upper middle income,16.0
1111,TJK,2008,5.58479823,Tajikistan,Europe & Central Asia,39.74,Lower middle income,56.0
1112,TKM,2008,1.9252072,Turkmenistan,Europe & Central Asia,83.6,Upper middle income,66.1
